Progress(20) at 2026-03-26 15:19:49: 139,529,897 states generated (5,344,097 s/min), 22,534,850 distinct states found (776,568 ds/min), 11,494,542 states left on queue.
Progress(20) at 2026-03-26 15:20:49: 145,102,460 states generated (5,572,563 s/min), 23,397,469 distinct states found (862,619 ds/min), 11,940,783 states left on queue.
Progress(20) at 2026-03-26 15:21:49: 150,786,224 states generated (5,683,764 s/min), 24,205,154 distinct states found (807,685 ds/min), 12,331,952 states left on queue.
Progress(20) at 2026-03-26 15:22:49: 156,094,633 states generated (5,308,409 s/min), 25,036,887 distinct states found (831,733 ds/min), 12,763,592 states left on queue.
Progress(20) at 2026-03-26 15:23:49: 161,534,105 states generated (5,439,472 s/min), 25,812,732 distinct states found (775,845 ds/min), 13,131,003 states left on queue.
Progress(20) at 2026-03-26 15:24:49: 166,920,469 states generated (5,386,364 s/min), 26,585,360 distinct states found (772,628 ds/min), 13,490,220 states left on queue.
Progress(20) at 2026-03-26 15:25:49: 172,247,027 states generated (5,326,558 s/min), 27,449,149 distinct states found (863,789 ds/min), 13,949,006 states left on queue.
Progress(20) at 2026-03-26 15:26:49: 177,583,293 states generated (5,336,266 s/min), 28,297,167 distinct states found (848,018 ds/min), 14,373,965 states left on queue.
Progress(20) at 2026-03-26 15:27:49: 182,785,103 states generated (5,201,810 s/min), 29,112,962 distinct states found (815,795 ds/min), 14,778,455 states left on queue.
Progress(20) at 2026-03-26 15:28:49: 187,983,825 states generated (5,198,722 s/min), 29,884,033 distinct states found (771,071 ds/min), 15,143,979 states left on queue.
Progress(20) at 2026-03-26 15:29:49: 193,426,606 states generated (5,442,781 s/min), 30,694,925 distinct states found (810,892 ds/min), 15,518,644 states left on queue.
Progress(20) at 2026-03-26 15:30:49: 198,752,955 states generated (5,326,349 s/min), 31,512,720 distinct states found (817,795 ds/min), 15,898,527 states left on queue.
Progress(20) at 2026-03-26 15:31:49: 203,928,356 states generated (5,175,401 s/min), 32,318,455 distinct states found (805,735 ds/min), 16,276,219 states left on queue.
Progress(20) at 2026-03-26 15:32:49: 209,246,812 states generated (5,318,456 s/min), 33,192,903 distinct states found (874,448 ds/min), 16,727,852 states left on queue.
Progress(20) at 2026-03-26 15:33:49: 214,558,640 states generated (5,311,828 s/min), 33,996,034 distinct states found (803,131 ds/min), 17,117,210 states left on queue.
Progress(20) at 2026-03-26 15:34:49: 219,775,183 states generated (5,216,543 s/min), 34,777,521 distinct states found (781,487 ds/min), 17,472,099 states left on queue.
Progress(20) at 2026-03-26 15:35:49: 225,223,845 states generated (5,448,662 s/min), 35,574,568 distinct states found (797,047 ds/min), 17,837,961 states left on queue.
Progress(21) at 2026-03-26 15:36:49: 230,769,419 states generated (5,545,574 s/min), 36,492,893 distinct states found (918,325 ds/min), 18,323,650 states left on queue.
Progress(21) at 2026-03-26 15:37:49: 236,450,665 states generated (5,681,246 s/min), 37,288,119 distinct states found (795,226 ds/min), 18,691,258 states left on queue.
Progress(21) at 2026-03-26 15:38:49: 241,911,234 states generated (5,460,569 s/min), 38,106,169 distinct states found (818,050 ds/min), 19,079,044 states left on queue.
Progress(21) at 2026-03-26 15:39:49: 247,534,212 states generated (5,622,978 s/min), 38,864,814 distinct states found (758,645 ds/min), 19,415,573 states left on queue.
Progress(21) at 2026-03-26 15:40:49: 252,901,076 states generated (5,366,864 s/min), 39,660,822 distinct states found (796,008 ds/min), 19,801,030 states left on queue.
Progress(21) at 2026-03-26 15:41:49: 258,339,729 states generated (5,438,653 s/min), 40,535,950 distinct states found (875,128 ds/min), 20,267,413 states left on queue.
Progress(21) at 2026-03-26 15:42:49: 263,629,192 states generated (5,289,463 s/min), 41,284,061 distinct states found (748,111 ds/min), 20,607,379 states left on queue.
Progress(21) at 2026-03-26 15:43:49: 269,099,741 states generated (5,470,549 s/min), 42,090,622 distinct states found (806,561 ds/min), 20,996,930 states left on queue.
Progress(21) at 2026-03-26 15:44:49: 274,399,992 states generated (5,300,251 s/min), 42,852,323 distinct states found (761,701 ds/min), 21,359,858 states left on queue.
Progress(21) at 2026-03-26 15:45:49: 280,046,664 states generated (5,646,672 s/min), 43,600,044 distinct states found (747,721 ds/min), 21,685,000 states left on queue.
Progress(21) at 2026-03-26 15:46:49: 285,585,931 states generated (5,539,267 s/min), 44,335,860 distinct states found (735,816 ds/min), 22,015,780 states left on queue.
Progress(21) at 2026-03-26 15:47:49: 290,953,149 states generated (5,367,218 s/min), 45,151,937 distinct states found (816,077 ds/min), 22,419,341 states left on queue.
Progress(21) at 2026-03-26 15:48:49: 296,412,998 states generated (5,459,849 s/min), 46,008,845 distinct states found (856,908 ds/min), 22,873,111 states left on queue.
Progress(21) at 2026-03-26 15:49:49: 302,011,508 states generated (5,598,510 s/min), 46,858,242 distinct states found (849,397 ds/min), 23,308,625 states left on queue.
Progress(21) at 2026-03-26 15:50:49: 307,690,167 states generated (5,678,659 s/min), 47,559,819 distinct states found (701,577 ds/min), 23,610,190 states left on queue.
Progress(21) at 2026-03-26 15:51:49: 313,293,877 states generated (5,603,710 s/min), 48,330,658 distinct states found (770,839 ds/min), 23,962,572 states left on queue.
Progress(21) at 2026-03-26 15:52:49: 318,522,736 states generated (5,228,859 s/min), 49,178,748 distinct states found (848,090 ds/min), 24,405,107 states left on queue.
Progress(21) at 2026-03-26 15:53:49: 323,983,063 states generated (5,460,327 s/min), 49,938,122 distinct states found (759,374 ds/min), 24,770,517 states left on queue.
Progress(21) at 2026-03-26 15:54:49: 329,496,187 states generated (5,513,124 s/min), 50,709,487 distinct states found (771,365 ds/min), 25,123,483 states left on queue.
Progress(21) at 2026-03-26 15:55:49: 335,141,358 states generated (5,645,171 s/min), 51,488,840 distinct states found (779,353 ds/min), 25,480,966 states left on queue.
Progress(21) at 2026-03-26 15:56:49: 340,492,058 states generated (5,350,700 s/min), 52,221,906 distinct states found (733,066 ds/min), 25,806,275 states left on queue.
Progress(21) at 2026-03-26 15:57:49: 345,967,456 states generated (5,475,398 s/min), 53,067,856 distinct states found (845,950 ds/min), 26,225,165 states left on queue.
Progress(21) at 2026-03-26 15:58:49: 351,457,616 states generated (5,490,160 s/min), 53,978,545 distinct states found (910,689 ds/min), 26,722,912 states left on queue.
Progress(21) at 2026-03-26 15:59:49: 356,908,474 states generated (5,450,858 s/min), 54,802,833 distinct states found (824,288 ds/min), 27,137,107 states left on queue.
Progress(21) at 2026-03-26 16:00:49: 362,052,865 states generated (5,144,391 s/min), 55,580,047 distinct states found (777,214 ds/min), 27,515,943 states left on queue.
Progress(21) at 2026-03-26 16:01:49: 367,146,358 states generated (5,093,493 s/min), 56,387,579 distinct states found (807,532 ds/min), 27,906,589 states left on queue.
Progress(21) at 2026-03-26 16:02:49: 372,578,220 states generated (5,431,862 s/min), 57,184,415 distinct states found (796,836 ds/min), 28,284,479 states left on queue.
Progress(21) at 2026-03-26 16:03:49: 378,054,801 states generated (5,476,581 s/min), 57,933,844 distinct states found (749,429 ds/min), 28,624,084 states left on queue.
Progress(21) at 2026-03-26 16:04:49: 383,186,972 states generated (5,132,171 s/min), 58,681,849 distinct states found (748,005 ds/min), 28,976,406 states left on queue.
Progress(21) at 2026-03-26 16:05:49: 388,595,154 states generated (5,408,182 s/min), 59,429,558 distinct states found (747,709 ds/min), 29,297,624 states left on queue.
Progress(21) at 2026-03-26 16:06:49: 394,000,578 states generated (5,405,424 s/min), 60,252,893 distinct states found (823,335 ds/min), 29,697,095 states left on queue.
Progress(21) at 2026-03-26 16:07:49: 399,387,549 states generated (5,386,971 s/min), 61,012,222 distinct states found (759,329 ds/min), 30,021,598 states left on queue.
Progress(21) at 2026-03-26 16:08:49: 404,392,328 states generated (5,004,779 s/min), 61,815,147 distinct states found (802,925 ds/min), 30,410,965 states left on queue.
Progress(21) at 2026-03-26 16:09:49: 409,691,648 states generated (5,299,320 s/min), 62,641,473 distinct states found (826,326 ds/min), 30,814,885 states left on queue.
Progress(21) at 2026-03-26 16:10:49: 414,779,709 states generated (5,088,061 s/min), 63,369,295 distinct states found (727,822 ds/min), 31,122,489 states left on queue.
Progress(21) at 2026-03-26 16:11:49: 420,211,139 states generated (5,431,430 s/min), 64,300,361 distinct states found (931,066 ds/min), 31,611,002 states left on queue.
Progress(21) at 2026-03-26 16:12:49: 425,635,732 states generated (5,424,593 s/min), 65,100,376 distinct states found (800,015 ds/min), 31,997,897 states left on queue.
Progress(21) at 2026-03-26 16:13:49: 431,151,955 states generated (5,516,223 s/min), 65,961,498 distinct states found (861,122 ds/min), 32,432,607 states left on queue.
Progress(21) at 2026-03-26 16:14:49: 436,686,947 states generated (5,534,992 s/min), 66,699,417 distinct states found (737,919 ds/min), 32,751,964 states left on queue.
Progress(21) at 2026-03-26 16:15:49: 442,195,757 states generated (5,508,810 s/min), 67,531,597 distinct states found (832,180 ds/min), 33,127,977 states left on queue.
Progress(21) at 2026-03-26 16:16:49: 447,375,893 states generated (5,180,136 s/min), 68,267,635 distinct states found (736,038 ds/min), 33,457,937 states left on queue.
Progress(21) at 2026-03-26 16:17:49: 452,600,374 states generated (5,224,481 s/min), 69,026,280 distinct states found (758,645 ds/min), 33,803,521 states left on queue.
Progress(21) at 2026-03-26 16:18:49: 458,060,103 states generated (5,459,729 s/min), 69,786,672 distinct states found (760,392 ds/min), 34,136,197 states left on queue.
Progress(22) at 2026-03-26 16:19:49: 463,579,052 states generated (5,518,949 s/min), 70,732,421 distinct states found (945,749 ds/min), 34,647,355 states left on queue.
